1,1550749208.7087307,1550749208.709231
2,1550749209.7107754,1550749209.711301
3,1550749210.7128344,1550749210.7134664
4,1550749211.7150483,1550749211.7156782
5,1550749212.7171524,1550749212.7177212
6,1550749213.7192566,1550749213.7197843
7,1550749214.721308,1550749214.7219357
8,1550749215.72355,1550749215.7241614
9,1550749216.7256951,1550749216.7261643
10,1550749217.7275975,1550749217.7282171
11,1550749218.7297397,1550749218.7303944
12,1550749219.7318683,1550749219.7325077
13,1550749220.7340484,1550749220.7346926
14,1550749221.7361708,1550749221.7366843
15,1550749222.73815,1550749222.738739
16,1550749223.740245,1550749223.7407677
17,1550749224.742291,1550749224.74293
18,1550749225.7443953,1550749225.7449985
19,1550749226.746512,1550749226.7470357
20,1550749227.7485592,1550749227.7490878
21,1550749228.7505531,1550749228.751056
22,1550749229.7525368,1550749229.7530198
23,1550749230.7544794,1550749230.7549937
24,1550749231.7565002,1550749231.7570405
25,1550749232.758542,1550749232.7590988
26,1550749233.7605789,1550749233.7612817
27,1550749234.762733,1550749234.7632349
28,1550749235.7647471,1550749235.765329
29,1550749236.7668467,1550749236.7673767
30,1550749237.7689157,1550749237.7694583
31,1550749238.7710478,1550749238.7716353
32,1550749239.7731829,1550749239.7738085
33,1550749240.7752957,1550749240.7759814
34,1550749241.7767873,1550749241.777434
35,1550749242.7788665,1550749242.779431
36,1550749243.7808447,1550749243.7813046
37,1550749244.7828135,1550749244.78335
38,1550749245.7848525,1550749245.7853782
39,1550749246.786925,1550749246.7874658
40,1550749247.7888303,1550749247.7892022
41,1550749248.7907033,1550749248.7912874
42,1550749249.7927716,1550749249.793337
43,1550749250.794948,1550749250.7956233
44,1550749251.7971087,1550749251.797745
45,1550749252.7992415,1550749252.7997699
46,1550749253.801268,1550749253.801921
47,1550749254.803416,1550749254.803943
48,1550749255.8054452,1550749255.8061109
49,1550749256.807597,1550749256.808204
50,1550749257.8097112,1550749257.8102434
