1.0,1550355468.9431477,1550355469.4915593
2.1,1550355471.1395285,1550355471.374745
3.0,1550355473.5818856,1550355473.8341396
4.0,1550355475.084232,1550355475.333491
5.0,1550355476.530294,1550355476.7256243
6.0,1550355478.9370484,1550355479.1953056
7.0,1550355481.4049606,1550355482.495574
8.0,1550355483.666383,1550355484.1442444
9.0,1550355485.3442643,1550355485.9284387
10.0,1550355487.1298714,1550355487.3809426
11.0,1550355489.6374948,1550355490.0649152
12.0,1550355492.3476532,1550355492.5958984
13.0,1550355493.8014083,1550355496.4233282
14.0,1550355497.6192431,1550355497.8237236
15.0,1550355499.0321305,1550355499.2854018
16.0,1550355501.4879084,1550355502.0239015
17.0,1550355503.2360935,1550355504.0392828
18.0,1550355505.2120404,1550355505.4440017
19.0,1550355507.6571653,1550355508.135749
20.0,1550355510.3992898,1550355510.9238293
21.0,1550355513.175663,1550355515.0509086
22.0,1550355516.217605,1550355517.909404
23.0,1550355519.0649898,1550355519.2476714
24.0,1550355520.5186105,1550355520.7417707
25.0,1550355521.9248557,1550355522.0928495
26.0,1550355523.3193288,1550355523.5184035
27.0,1550355524.7123187,1550355525.6102397
28.2,1550355529.7482872,1550355529.9654787
29.0,1550355531.2069304,1550355531.4483986
30.0,1550355532.6457682,1550355532.8821845
31.0,1550355534.0674598,1550355534.278363
32.0,1550355535.4696083,1550355535.6164334
33.0,1550355536.835754,1550355537.1277921
34.0,1550355539.3504925,1550355539.552912
35.0,1550355540.7558577,1550355540.974925
36.0,1550355542.1871705,1550355542.4100575
37.0,1550355543.6317182,1550355544.1675649
38.0,1550355546.3534229,1550355546.5933936
39.0,1550355547.8053405,1550355547.9882824
40.0,1550355549.1817338,1550355549.406307
41.0,1550355550.6317348,1550355550.7831328
42.0,1550355551.9876015,1550355554.2079515
43.0,1550355555.4123862,1550355555.6839976
44.0,1550355556.8969576,1550355557.430795
45.0,1550355558.6665797,1550355558.9064138
46.0,1550355561.1232297,1550355561.3529005
47.0,1550355562.573789,1550355562.7681777
48.0,1550355563.9494212,1550355564.1575432
49.0,1550355565.368248,1550355565.6212044
50.0,1550355566.842787,1550355568.6102214
51.0,1550355570.857182,1550355571.0902927
52.0,1550355572.2211547,1550355572.4309382
53.0,1550355574.7043686,1550355574.9382293
54.0,1550355576.110261,1550355577.1671677
55.0,1550355578.3545842,1550355578.556238
56.0,1550355580.7623174,1550355580.9936788
57.0,1550355582.2144175,1550355583.7569666
58.0,1550355584.9594905,1550355585.1420481
59.0,1550355586.3255882,1550355586.559297
60.0,1550355587.774686,1550355587.9878085
61.0,1550355589.2012048,1550355589.3847802
62.0,1550355591.6445413,1550355591.8919997
63.0,1550355593.0955105,1550355593.5843143
64.0,1550355595.825726,1550355596.029323
65.0,1550355601.3886743,1550355601.6418233
66.0,1550355603.8731084,1550355604.1285083
67.0,1550355605.3276188,1550355605.4936206
68.1,1550355610.5192602,1550355610.7453387
69.0,1550355611.970761,1550355613.4958475
70.1,1550355615.1217976,1550355615.4682083
71.0,1550355616.6486018,1550355616.8232956
72.0,1550355618.0204237,1550355618.234214
73.0,1550355619.430204,1550355619.6305828
74.0,1550355620.830803,1550355621.0601351
75.0,1550355623.377092,1550355623.5961878
76.0,1550355624.835152,1550355625.0543337
77.1,1550355630.0259974,1550355630.2835057
78.0,1550355631.5036092,1550355632.0118093
79.0,1550355633.1326425,1550355633.3922217
80.0,1550355634.583948,1550355634.7984953
81.1,1550355637.432052,1550355637.7125428
82.0,1550355639.927935,1550355640.157036
83.0,1550355641.3594155,1550355641.5789979
84.0,1550355643.817669,1550355644.9064083
85.0,1550355647.1244655,1550355648.1028898
86.0,1550355649.305333,1550355649.5548143
87.0,1550355650.8019776,1550355651.0272229
88.1,1550355654.8151786,1550355655.0527632
89.0,1550355656.2612891,1550355656.4922314
90.0,1550355659.70613,1550355663.7421095
91.0,1550355664.886862,1550355665.125218
92.0,1550355666.3046913,1550355667.2857103
93.0,1550355668.4365742,1550355668.6414962
94.0,1550355669.8532717,1550355670.0534215
95.0,1550355671.253071,1550355671.4741874
96.0,1550355672.6582077,1550355673.2199562
97.1,1550355677.9231353,1550355680.1207035
98.0,1550355681.3136654,1550355681.5186853
99.0,1550355682.7154067,1550355682.918462
100.0,1550355684.0918794,1550355684.3538554
101.0,1550355685.5515125,1550355685.7626817
102.0,1550355686.9445121,1550355687.158478
103.0,1550355688.3364801,1550355688.5424995
104.0,1550355689.711163,1550355689.9332497
105.0,1550355691.1204948,1550355691.3234527
106.0,1550355692.578111,1550355692.7900972
107.1,1550355695.4404469,1550355695.6538687
108.0,1550355697.9244497,1550355698.0975957
109.0,1550355699.3280532,1550355699.5448391
110.1,1550355703.3404408,1550355703.5588627
111.0,1550355705.810915,1550355706.0343423
112.0,1550355707.257686,1550355707.7308056
113.1,1550355709.3727655,1550355709.5951896
114.0,1550355710.8265042,1550355711.2434082
115.0,1550355712.4947834,1550355712.7145307
116.0,1550355713.8712413,1550355714.1159623
117.0,1550355715.3713503,1550355715.5620375
118.0,1550355716.7534902,1550355716.9646034
119.0,1550355718.1892803,1550355718.429861
120.0,1550355719.6318161,1550355720.137131
