Taxa,Lat,Perd,Proto
0.55,400,0,COAP
0.5466666666666666,400,0,COAP
0.55,400,0,COAP
0.5466666666666666,400,0,COAP
0.55,400,0,COAP
0.55,400,0,COAP
0.55,400,0,COAP
0.5533333333333333,400,0,COAP
0.5466666666666666,400,0,COAP
0.5466666666666666,400,0,COAP
0.5533333333333333,400,0,COAP
0.55,400,0,COAP
0.55,400,0,COAP
0.5533333333333333,400,0,COAP
0.55,400,0,COAP
0.5533333333333333,400,0,COAP
0.5533333333333333,400,0,COAP
0.5466666666666666,400,0,COAP
0.5466666666666666,400,0,COAP
0.5466666666666666,400,0,COAP
0.5533333333333333,400,0,COAP
0.5533333333333333,400,0,COAP
0.5433333333333333,400,0,COAP
0.55,400,0,COAP
0.5533333333333333,400,0,COAP
0.5466666666666666,400,0,COAP
0.5533333333333333,400,0,COAP
0.5466666666666666,400,0,COAP
0.8833333333333333,400,25,COAP
0.8666666666666667,400,25,COAP
0.9666666666666667,400,25,COAP
1.0433333333333332,400,25,COAP
0.86,400,25,COAP
0.7833333333333333,400,25,COAP
0.9066666666666666,400,25,COAP
1.0633333333333332,400,25,COAP
0.94,400,25,COAP
0.99,400,25,COAP
0.83,400,25,COAP
0.9666666666666667,400,25,COAP
0.8833333333333333,400,25,COAP
0.84,400,25,COAP
0.8733333333333333,400,25,COAP
0.97,400,25,COAP
0.8,400,25,COAP
1.02,400,25,COAP
0.93,400,25,COAP
0.8866666666666667,400,25,COAP
1.09,400,25,COAP
0.99,400,25,COAP
0.71,400,25,COAP
1.0266666666666666,400,25,COAP
0.86,400,25,COAP
1.1633333333333333,400,25,COAP
0.9333333333333333,400,25,COAP
0.8533333333333334,400,25,COAP
1.0433333333333332,10,15,COAP
1.1,10,15,COAP
0.9733333333333334,10,15,COAP
1.02,10,15,COAP
1.1266666666666667,10,15,COAP
1.16,10,15,COAP
1.0466666666666666,10,15,COAP
1.0433333333333332,10,15,COAP
0.9966666666666667,10,15,COAP
1.0066666666666666,10,15,COAP
1.1366666666666667,10,15,COAP
1.0933333333333333,10,15,COAP
1.0666666666666667,10,15,COAP
1.1733333333333333,10,15,COAP
1.16,10,15,COAP
1.11,10,15,COAP
1.09,10,15,COAP
1.0733333333333333,10,15,COAP
0.9666666666666667,10,15,COAP
1.06,10,15,COAP
1.1133333333333333,10,15,COAP
1.13,10,15,COAP
1.12,10,15,COAP
1.06,10,15,COAP
1.07,10,15,COAP
1.1133333333333333,10,15,COAP
1.0666666666666667,10,15,COAP
1.0766666666666667,10,15,COAP
0.9633333333333334,10,0,COAP
0.9633333333333334,10,0,COAP
0.96,10,0,COAP
0.9633333333333334,10,0,COAP
0.9633333333333334,10,0,COAP
0.96,10,0,COAP
0.96,10,0,COAP
0.9633333333333334,10,0,COAP
0.96,10,0,COAP
0.96,10,0,COAP
0.96,10,0,COAP
0.9633333333333334,10,0,COAP
0.96,10,0,COAP
0.96,10,0,COAP
0.9566666666666667,10,0,COAP
0.96,10,0,COAP
0.96,10,0,COAP
0.96,10,0,COAP
0.96,10,0,COAP
0.9566666666666667,10,0,COAP
0.96,10,0,COAP
0.9566666666666667,10,0,COAP
0.96,10,0,COAP
0.9566666666666667,10,0,COAP
0.96,10,0,COAP
0.9566666666666667,10,0,COAP
0.9566666666666667,10,0,COAP
0.96,10,0,COAP
0.86,10,25,COAP
0.9166666666666666,10,25,COAP
1.0633333333333332,10,25,COAP
1.0566666666666666,10,25,COAP
1.0566666666666666,10,25,COAP
0.9166666666666666,10,25,COAP
0.9133333333333333,10,25,COAP
0.8133333333333334,10,25,COAP
1.0966666666666667,10,25,COAP
1.1166666666666667,10,25,COAP
1.0333333333333334,10,25,COAP
0.9433333333333334,10,25,COAP
0.91,10,25,COAP
1.07,10,25,COAP
1.0333333333333334,10,25,COAP
0.9,10,25,COAP
0.82,10,25,COAP
0.8233333333333334,10,25,COAP
0.9266666666666666,10,25,COAP
1.01,10,25,COAP
1.0066666666666666,10,25,COAP
0.9033333333333333,10,25,COAP
0.95,10,25,COAP
0.91,10,25,COAP
0.9333333333333333,10,25,COAP
1.06,10,25,COAP
0.98,10,25,COAP
1.0233333333333334,10,25,COAP
4.236666666666666,100,15,MQTT
4.963333333333333,100,15,MQTT
4.323333333333333,100,15,MQTT
4.616666666666666,100,15,MQTT
4.826666666666667,100,15,MQTT
4.4,100,15,MQTT
4.546666666666667,100,15,MQTT
4.543333333333333,100,15,MQTT
4.546666666666667,100,15,MQTT
4.82,100,15,MQTT
4.766666666666667,100,15,MQTT
4.293333333333333,100,15,MQTT
4.59,100,15,MQTT
4.09,100,15,MQTT
4.97,100,15,MQTT
4.516666666666667,100,15,MQTT
4.503333333333333,100,15,MQTT
4.9366666666666665,100,15,MQTT
4.8133333333333335,100,15,MQTT
4.79,100,15,MQTT
4.81,100,15,MQTT
4.536666666666667,100,15,MQTT
4.61,100,15,MQTT
4.916666666666667,100,15,MQTT
4.31,100,15,MQTT
4.246666666666667,100,15,MQTT
4.696666666666666,100,15,MQTT
4.5,100,15,MQTT
6.78,100,0,MQTT
6.773333333333333,100,0,MQTT
6.786666666666667,100,0,MQTT
6.74,100,0,MQTT
6.76,100,0,MQTT
6.77,100,0,MQTT
6.75,100,0,MQTT
6.803333333333334,100,0,MQTT
6.773333333333333,100,0,MQTT
6.816666666666666,100,0,MQTT
6.796666666666667,100,0,MQTT
6.743333333333333,100,0,MQTT
6.833333333333333,100,0,MQTT
6.833333333333333,100,0,MQTT
6.81,100,0,MQTT
6.736666666666666,100,0,MQTT
6.763333333333334,100,0,MQTT
6.783333333333333,100,0,MQTT
6.793333333333333,100,0,MQTT
6.796666666666667,100,0,MQTT
6.753333333333333,100,0,MQTT
6.74,100,0,MQTT
6.706666666666667,100,0,MQTT
6.833333333333333,100,0,MQTT
6.78,100,0,MQTT
6.696666666666666,100,0,MQTT
6.743333333333333,100,0,MQTT
6.78,100,0,MQTT
3.0533333333333332,100,25,MQTT
3.07,100,25,MQTT
2.89,100,25,MQTT
3.31,100,25,MQTT
3.513333333333333,100,25,MQTT
3.2066666666666666,100,25,MQTT
3.58,100,25,MQTT
3.1933333333333334,100,25,MQTT
3.5166666666666666,100,25,MQTT
3.0,100,25,MQTT
2.9966666666666666,100,25,MQTT
3.09,100,25,MQTT
3.0233333333333334,100,25,MQTT
3.0866666666666664,100,25,MQTT
2.9633333333333334,100,25,MQTT
3.3533333333333335,100,25,MQTT
3.19,100,25,MQTT
3.62,100,25,MQTT
2.5433333333333334,100,25,MQTT
3.1,100,25,MQTT
3.23,100,25,MQTT
3.2666666666666666,100,25,MQTT
3.3766666666666665,100,25,MQTT
3.0733333333333333,100,25,MQTT
2.71,100,25,MQTT
2.7133333333333334,100,25,MQTT
3.716666666666667,100,25,MQTT
3.033333333333333,100,25,MQTT
2.69,400,15,MQTT
2.5766666666666667,400,15,MQTT
2.6366666666666667,400,15,MQTT
2.5,400,15,MQTT
2.8533333333333335,400,15,MQTT
2.6866666666666665,400,15,MQTT
2.716666666666667,400,15,MQTT
2.68,400,15,MQTT
2.7266666666666666,400,15,MQTT
2.6033333333333335,400,15,MQTT
2.74,400,15,MQTT
2.53,400,15,MQTT
2.75,400,15,MQTT
2.6233333333333335,400,15,MQTT
2.73,400,15,MQTT
2.7133333333333334,400,15,MQTT
2.6,400,15,MQTT
2.7133333333333334,400,15,MQTT
2.526666666666667,400,15,MQTT
2.83,400,15,MQTT
2.6033333333333335,400,15,MQTT
2.41,400,15,MQTT
2.6366666666666667,400,15,MQTT
2.6533333333333333,400,15,MQTT
2.7,400,15,MQTT
2.756666666666667,400,15,MQTT
2.6233333333333335,400,15,MQTT
2.7133333333333334,400,15,MQTT
3.756666666666667,400,0,MQTT
3.73,400,0,MQTT
3.76,400,0,MQTT
3.8033333333333332,400,0,MQTT
3.8266666666666667,400,0,MQTT
3.85,400,0,MQTT
3.83,400,0,MQTT
3.7333333333333334,400,0,MQTT
3.796666666666667,400,0,MQTT
3.8066666666666666,400,0,MQTT
3.776666666666667,400,0,MQTT
3.7466666666666666,400,0,MQTT
3.8066666666666666,400,0,MQTT
3.796666666666667,400,0,MQTT
3.763333333333333,400,0,MQTT
3.74,400,0,MQTT
3.8066666666666666,400,0,MQTT
3.8666666666666667,400,0,MQTT
3.8233333333333333,400,0,MQTT
3.75,400,0,MQTT
3.8033333333333332,400,0,MQTT
3.796666666666667,400,0,MQTT
3.8533333333333335,400,0,MQTT
3.82,400,0,MQTT
3.8266666666666667,400,0,MQTT
3.8033333333333332,400,0,MQTT
3.8333333333333335,400,0,MQTT
3.83,400,0,MQTT
2.1366666666666667,400,25,MQTT
1.98,400,25,MQTT
1.8933333333333333,400,25,MQTT
2.1033333333333335,400,25,MQTT
2.0366666666666666,400,25,MQTT
2.033333333333333,400,25,MQTT
2.0933333333333333,400,25,MQTT
2.1866666666666665,400,25,MQTT
2.013333333333333,400,25,MQTT
2.1266666666666665,400,25,MQTT
2.1233333333333335,400,25,MQTT
2.033333333333333,400,25,MQTT
2.1233333333333335,400,25,MQTT
2.0633333333333335,400,25,MQTT
2.1766666666666667,400,25,MQTT
1.9566666666666668,400,25,MQTT
1.9266666666666667,400,25,MQTT
2.16,400,25,MQTT
1.92,400,25,MQTT
2.15,400,25,MQTT
2.0933333333333333,400,25,MQTT
1.8366666666666667,400,25,MQTT
2.09,400,25,MQTT
1.8833333333333333,400,25,MQTT
1.9,400,25,MQTT
2.02,400,25,MQTT
2.3233333333333333,400,25,MQTT
2.1966666666666668,400,25,MQTT
5.483333333333333,10,15,MQTT
5.303333333333334,10,15,MQTT
5.45,10,15,MQTT
6.0,10,15,MQTT
5.456666666666667,10,15,MQTT
5.846666666666667,10,15,MQTT
5.923333333333333,10,15,MQTT
5.66,10,15,MQTT
5.4,10,15,MQTT
5.833333333333333,10,15,MQTT
5.566666666666666,10,15,MQTT
5.783333333333333,10,15,MQTT
5.806666666666667,10,15,MQTT
5.726666666666667,10,15,MQTT
5.713333333333333,10,15,MQTT
5.343333333333334,10,15,MQTT
5.82,10,15,MQTT
5.6433333333333335,10,15,MQTT
5.793333333333333,10,15,MQTT
5.63,10,15,MQTT
5.806666666666667,10,15,MQTT
5.1066666666666665,10,15,MQTT
5.6866666666666665,10,15,MQTT
5.803333333333334,10,15,MQTT
5.71,10,15,MQTT
5.6,10,15,MQTT
5.416666666666667,10,15,MQTT
5.593333333333334,10,15,MQTT
8.026666666666667,10,0,MQTT
7.973333333333334,10,0,MQTT
8.033333333333333,10,0,MQTT
8.023333333333333,10,0,MQTT
7.956666666666667,10,0,MQTT
8.05,10,0,MQTT
7.98,10,0,MQTT
7.956666666666667,10,0,MQTT
8.033333333333333,10,0,MQTT
7.996666666666667,10,0,MQTT
7.983333333333333,10,0,MQTT
8.01,10,0,MQTT
7.99,10,0,MQTT
7.99,10,0,MQTT
7.983333333333333,10,0,MQTT
8.003333333333334,10,0,MQTT
8.023333333333333,10,0,MQTT
7.956666666666667,10,0,MQTT
7.983333333333333,10,0,MQTT
8.01,10,0,MQTT
7.986666666666666,10,0,MQTT
7.963333333333333,10,0,MQTT
8.04,10,0,MQTT
7.96,10,0,MQTT
7.946666666666666,10,0,MQTT
7.996666666666667,10,0,MQTT
8.016666666666667,10,0,MQTT
7.963333333333333,10,0,MQTT
3.223333333333333,10,25,MQTT
3.7333333333333334,10,25,MQTT
4.193333333333333,10,25,MQTT
3.9366666666666665,10,25,MQTT
4.083333333333333,10,25,MQTT
3.776666666666667,10,25,MQTT
3.47,10,25,MQTT
3.71,10,25,MQTT
0.6633333333333333,10,25,MQTT
1.7433333333333334,10,25,MQTT
3.3933333333333335,10,25,MQTT
3.69,10,25,MQTT
3.45,10,25,MQTT
4.016666666666667,10,25,MQTT
3.92,10,25,MQTT
3.4833333333333334,10,25,MQTT
4.083333333333333,10,25,MQTT
3.8333333333333335,10,25,MQTT
3.8933333333333335,10,25,MQTT
3.4133333333333336,10,25,MQTT
3.7,10,25,MQTT
3.51,10,25,MQTT
3.5833333333333335,10,25,MQTT
4.13,10,25,MQTT
3.3566666666666665,10,25,MQTT
4.176666666666667,10,25,MQTT
4.013333333333334,10,25,MQTT
3.2733333333333334,10,25,MQTT
