Taxa,Lat,Perd,Proto
697.6633333333333,100,0,MQTT
697.99,100,0,MQTT
700.8733333333333,100,0,MQTT
697.86,100,0,MQTT
697.71,100,0,MQTT
697.7133333333334,100,0,MQTT
700.3933333333333,100,0,MQTT
703.5433333333333,100,0,MQTT
698.6033333333334,100,0,MQTT
701.2333333333333,100,0,MQTT
699.03,100,0,MQTT
697.0333333333333,100,0,MQTT
702.32,100,0,MQTT
701.42,100,0,MQTT
701.3866666666667,100,0,MQTT
695.9566666666667,100,0,MQTT
699.24,100,0,MQTT
695.6266666666667,100,0,MQTT
698.7266666666667,100,0,MQTT
701.1966666666667,100,0,MQTT
697.0933333333334,100,0,MQTT
694.57,100,0,MQTT
696.9266666666666,100,0,MQTT
701.51,100,0,MQTT
698.4233333333333,100,0,MQTT
694.5933333333334,100,0,MQTT
695.3866666666667,100,0,MQTT
698.2833333333333,100,0,MQTT
476.0933333333333,100,15,MQTT
573.9466666666667,100,15,MQTT
498.49333333333334,100,15,MQTT
532.5766666666667,100,15,MQTT
546.1766666666666,100,15,MQTT
514.6966666666667,100,15,MQTT
523.58,100,15,MQTT
526.94,100,15,MQTT
522.04,100,15,MQTT
544.7233333333334,100,15,MQTT
548.9066666666666,100,15,MQTT
495.4166666666667,100,15,MQTT
547.8766666666667,100,15,MQTT
481.38,100,15,MQTT
569.1766666666666,100,15,MQTT
531.85,100,15,MQTT
511.8666666666667,100,15,MQTT
565.6066666666667,100,15,MQTT
562.8066666666666,100,15,MQTT
549.26,100,15,MQTT
548.6533333333333,100,15,MQTT
526.31,100,15,MQTT
538.6533333333333,100,15,MQTT
557.1133333333333,100,15,MQTT
499.43,100,15,MQTT
503.22333333333336,100,15,MQTT
540.2366666666667,100,15,MQTT
522.7066666666667,100,15,MQTT
383.92333333333335,100,25,MQTT
395.28333333333336,100,25,MQTT
357.27,100,25,MQTT
423.55333333333334,100,25,MQTT
432.2266666666667,100,25,MQTT
383.3,100,25,MQTT
453.5466666666667,100,25,MQTT
392.4,100,25,MQTT
430.9766666666667,100,25,MQTT
392.34,100,25,MQTT
377.21,100,25,MQTT
389.4633333333333,100,25,MQTT
382.74666666666667,100,25,MQTT
376.6933333333333,100,25,MQTT
374.0733333333333,100,25,MQTT
409.39666666666665,100,25,MQTT
397.0366666666667,100,25,MQTT
470.1433333333333,100,25,MQTT
314.96666666666664,100,25,MQTT
386.79,100,25,MQTT
401.06,100,25,MQTT
416.8433333333333,100,25,MQTT
418.82666666666665,100,25,MQTT
395.75,100,25,MQTT
337.21,100,25,MQTT
338.64666666666665,100,25,MQTT
460.7,100,25,MQTT
381.28,100,25,MQTT
384.19666666666666,400,0,MQTT
386.3933333333333,400,0,MQTT
388.0833333333333,400,0,MQTT
389.62,400,0,MQTT
389.71,400,0,MQTT
392.4866666666667,400,0,MQTT
390.91333333333336,400,0,MQTT
385.3066666666667,400,0,MQTT
388.13666666666666,400,0,MQTT
390.64666666666665,400,0,MQTT
384.00333333333333,400,0,MQTT
388.99333333333334,400,0,MQTT
390.09,400,0,MQTT
387.69666666666666,400,0,MQTT
388.3066666666667,400,0,MQTT
384.05,400,0,MQTT
386.6766666666667,400,0,MQTT
391.4033333333333,400,0,MQTT
390.24333333333334,400,0,MQTT
389.3066666666667,400,0,MQTT
389.87666666666667,400,0,MQTT
386.51,400,0,MQTT
392.4033333333333,400,0,MQTT
390.79333333333335,400,0,MQTT
391.49,400,0,MQTT
386.57,400,0,MQTT
390.9033333333333,400,0,MQTT
392.68333333333334,400,0,MQTT
322.11333333333334,400,15,MQTT
309.08,400,15,MQTT
313.1166666666667,400,15,MQTT
296.78,400,15,MQTT
329.6333333333333,400,15,MQTT
307.66,400,15,MQTT
310.73333333333335,400,15,MQTT
316.8333333333333,400,15,MQTT
319.0133333333333,400,15,MQTT
304.86333333333334,400,15,MQTT
325.92,400,15,MQTT
302.33666666666664,400,15,MQTT
311.34,400,15,MQTT
311.5733333333333,400,15,MQTT
327.78,400,15,MQTT
321.56666666666666,400,15,MQTT
308.58,400,15,MQTT
324.24,400,15,MQTT
308.03333333333336,400,15,MQTT
320.83666666666664,400,15,MQTT
310.58,400,15,MQTT
283.25666666666666,400,15,MQTT
309.7,400,15,MQTT
305.1666666666667,400,15,MQTT
312.78,400,15,MQTT
323.64666666666665,400,15,MQTT
315.0466666666667,400,15,MQTT
319.54,400,15,MQTT
263.19,400,25,MQTT
249.59666666666666,400,25,MQTT
247.96666666666667,400,25,MQTT
270.24666666666667,400,25,MQTT
262.17,400,25,MQTT
262.01666666666665,400,25,MQTT
271.67,400,25,MQTT
286.94,400,25,MQTT
247.72333333333333,400,25,MQTT
263.6766666666667,400,25,MQTT
293.68333333333334,400,25,MQTT
257.5466666666667,400,25,MQTT
288.43,400,25,MQTT
274.1666666666667,400,25,MQTT
281.56333333333333,400,25,MQTT
260.75666666666666,400,25,MQTT
243.76,400,25,MQTT
270.74,400,25,MQTT
248.27666666666667,400,25,MQTT
280.67,400,25,MQTT
258.44666666666666,400,25,MQTT
243.43333333333334,400,25,MQTT
269.36333333333334,400,25,MQTT
241.05,400,25,MQTT
241.70333333333335,400,25,MQTT
258.99333333333334,400,25,MQTT
304.0933333333333,400,25,MQTT
288.9433333333333,400,25,MQTT
926.64,10,0,MQTT
922.8633333333333,10,0,MQTT
925.4833333333333,10,0,MQTT
926.55,10,0,MQTT
922.3733333333333,10,0,MQTT
928.0033333333333,10,0,MQTT
924.56,10,0,MQTT
922.5,10,0,MQTT
927.1666666666666,10,0,MQTT
924.9233333333333,10,0,MQTT
922.2966666666666,10,0,MQTT
926.03,10,0,MQTT
924.7833333333333,10,0,MQTT
927.6333333333333,10,0,MQTT
924.49,10,0,MQTT
925.9733333333334,10,0,MQTT
926.2333333333333,10,0,MQTT
923.3266666666667,10,0,MQTT
927.1766666666666,10,0,MQTT
927.78,10,0,MQTT
925.0566666666666,10,0,MQTT
922.07,10,0,MQTT
926.47,10,0,MQTT
923.77,10,0,MQTT
921.26,10,0,MQTT
927.1,10,0,MQTT
926.21,10,0,MQTT
922.4066666666666,10,0,MQTT
642.3833333333333,10,15,MQTT
602.8,10,15,MQTT
632.72,10,15,MQTT
697.7133333333334,10,15,MQTT
637.8866666666667,10,15,MQTT
671.43,10,15,MQTT
685.1733333333333,10,15,MQTT
665.1066666666667,10,15,MQTT
617.57,10,15,MQTT
673.8766666666667,10,15,MQTT
651.35,10,15,MQTT
680.5233333333333,10,15,MQTT
668.48,10,15,MQTT
671.1733333333333,10,15,MQTT
652.2,10,15,MQTT
614.2533333333333,10,15,MQTT
680.7633333333333,10,15,MQTT
654.4533333333334,10,15,MQTT
678.74,10,15,MQTT
660.15,10,15,MQTT
668.9633333333334,10,15,MQTT
590.8066666666666,10,15,MQTT
645.4533333333334,10,15,MQTT
665.0066666666667,10,15,MQTT
665.5366666666666,10,15,MQTT
663.3666666666667,10,15,MQTT
630.95,10,15,MQTT
649.29,10,15,MQTT
411.22333333333336,10,25,MQTT
464.64666666666665,10,25,MQTT
524.78,10,25,MQTT
483.9766666666667,10,25,MQTT
498.78333333333336,10,25,MQTT
461.67,10,25,MQTT
430.76666666666665,10,25,MQTT
455.88,10,25,MQTT
76.89,10,25,MQTT
279.50333333333333,10,25,MQTT
446.49333333333334,10,25,MQTT
452.8466666666667,10,25,MQTT
430.61333333333334,10,25,MQTT
517.26,10,25,MQTT
488.07,10,25,MQTT
448.78333333333336,10,25,MQTT
513.9533333333334,10,25,MQTT
473.3666666666667,10,25,MQTT
480.99666666666667,10,25,MQTT
438.79333333333335,10,25,MQTT
472.19,10,25,MQTT
435.1,10,25,MQTT
452.0733333333333,10,25,MQTT
517.4733333333334,10,25,MQTT
430.57,10,25,MQTT
532.4266666666666,10,25,MQTT
488.07,10,25,MQTT
441.8566666666667,10,25,MQTT
420.64666666666665,100,0,COAP
419.01,100,0,COAP
418.85,100,0,COAP
420.99333333333334,100,0,COAP
416.99666666666667,100,0,COAP
420.74333333333334,100,0,COAP
419.31666666666666,100,0,COAP
417.02,100,0,COAP
420.5133333333333,100,0,COAP
421.0133333333333,100,0,COAP
418.9866666666667,100,0,COAP
418.45,100,0,COAP
418.68,100,0,COAP
416.42333333333335,100,0,COAP
418.54,100,0,COAP
418.87,100,0,COAP
419.39,100,0,COAP
416.93666666666667,100,0,COAP
419.24666666666667,100,0,COAP
418.5566666666667,100,0,COAP
418.3566666666667,100,0,COAP
417.21,100,0,COAP
419.1066666666667,100,0,COAP
418.78,100,0,COAP
419.1433333333333,100,0,COAP
417.1933333333333,100,0,COAP
418.26,100,0,COAP
418.46,100,0,COAP
510.77666666666664,100,15,COAP
553.56,100,15,COAP
572.08,100,15,COAP
528.3766666666667,100,15,COAP
575.3933333333333,100,15,COAP
557.2933333333333,100,15,COAP
539.74,100,15,COAP
513.79,100,15,COAP
538.9033333333333,100,15,COAP
502.30333333333334,100,15,COAP
512.0833333333334,100,15,COAP
502.04,100,15,COAP
578.23,100,15,COAP
564.7333333333333,100,15,COAP
574.1166666666667,100,15,COAP
576.1233333333333,100,15,COAP
572.12,100,15,COAP
568.2533333333333,100,15,COAP
479.81,100,15,COAP
480.23,100,15,COAP
475.37333333333333,100,15,COAP
551.6333333333333,100,15,COAP
545.27,100,15,COAP
585.34,100,15,COAP
556.3133333333334,100,15,COAP
564.9833333333333,100,15,COAP
556.2,100,15,COAP
558.27,100,15,COAP
563.49,100,25,COAP
563.6666666666666,100,25,COAP
495.63,100,25,COAP
468.4433333333333,100,25,COAP
420.89666666666665,100,25,COAP
478.33,100,25,COAP
528.04,100,25,COAP
461.91333333333336,100,25,COAP
532.8133333333334,100,25,COAP
471.4066666666667,100,25,COAP
497.9533333333333,100,25,COAP
533.11,100,25,COAP
569.6,100,25,COAP
425.4,100,25,COAP
540.9833333333333,100,25,COAP
466.53,100,25,COAP
399.66333333333336,100,25,COAP
502.2866666666667,100,25,COAP
528.49,100,25,COAP
451.0,100,25,COAP
483.83,100,25,COAP
413.66333333333336,100,25,COAP
457.19,100,25,COAP
504.11,100,25,COAP
435.78,100,25,COAP
536.6233333333333,100,25,COAP
508.8833333333333,100,25,COAP
439.96666666666664,100,25,COAP
280.2733333333333,400,0,COAP
279.49,400,0,COAP
280.86333333333334,400,0,COAP
279.57666666666665,400,0,COAP
280.8333333333333,400,0,COAP
281.1433333333333,400,0,COAP
281.19666666666666,400,0,COAP
282.4,400,0,COAP
279.3066666666667,400,0,COAP
279.6566666666667,400,0,COAP
282.8066666666667,400,0,COAP
281.09,400,0,COAP
280.49333333333334,400,0,COAP
282.8,400,0,COAP
281.4,400,0,COAP
282.9066666666667,400,0,COAP
282.5566666666667,400,0,COAP
278.5733333333333,400,0,COAP
279.0733333333333,400,0,COAP
279.42333333333335,400,0,COAP
281.8933333333333,400,0,COAP
282.87,400,0,COAP
277.04,400,0,COAP
280.85333333333335,400,0,COAP
282.92,400,0,COAP
279.6566666666667,400,0,COAP
282.7133333333333,400,0,COAP
279.0366666666667,400,0,COAP
500.35333333333335,400,15,COAP
493.89,400,15,COAP
475.2266666666667,400,15,COAP
511.0833333333333,400,15,COAP
495.69666666666666,400,15,COAP
510.71,400,15,COAP
509.71,400,15,COAP
500.4066666666667,400,15,COAP
466.47,400,15,COAP
547.1566666666666,400,15,COAP
540.0266666666666,400,15,COAP
430.1566666666667,400,15,COAP
345.33666666666664,400,15,COAP
445.5,400,15,COAP
512.7266666666667,400,15,COAP
402.81333333333333,400,15,COAP
497.45,400,15,COAP
547.3,400,15,COAP
495.08,400,15,COAP
391.67333333333335,400,15,COAP
459.16,400,15,COAP
444.37666666666667,400,15,COAP
490.3933333333333,400,15,COAP
492.3933333333333,400,15,COAP
548.1833333333333,400,15,COAP
552.0933333333334,400,15,COAP
512.36,400,15,COAP
436.8,400,15,COAP
450.56,400,25,COAP
442.6933333333333,400,25,COAP
494.46,400,25,COAP
533.02,400,25,COAP
439.68333333333334,400,25,COAP
400.1066666666667,400,25,COAP
463.08666666666664,400,25,COAP
543.8466666666667,400,25,COAP
480.39666666666665,400,25,COAP
505.0933333333333,400,25,COAP
424.18333333333334,400,25,COAP
494.31333333333333,400,25,COAP
451.27,400,25,COAP
428.4533333333333,400,25,COAP
445.74666666666667,400,25,COAP
495.32,400,25,COAP
408.18666666666667,400,25,COAP
520.6,400,25,COAP
