1553767495.076467,1553767495.11146
1553767496.113511,1553767496.151304
1553767497.15323,1553767497.186912
1553767498.18893,1553767498.22615
1553767499.228279,1553767501.536594
1553767502.53864,1553767502.571946
1553767503.574139,1553767503.613491
1553767504.615833,1553767504.656036
1553767505.658169,1553767505.69199
1553767506.694076,1553767506.734333
1553767507.736444,1553767507.771844
1553767508.773773,1553767510.904133
1553767511.906199,1553767511.946575
1553767512.948018,1553767515.070784
1553767516.072847,1553767518.800928
1553767519.802961,1553767519.837472
1553767520.83953,1553767523.765033
1553767524.766811,1553767527.601443
1553767528.603225,1553767530.687849
1553767531.689809,1553767533.915854
1553767534.917924,1553767537.263149
1553767538.264365,1553767538.304358
1553767539.306428,1553767539.344366
1553767540.346309,1553767542.785118
1553767549.798793,1553767552.482136
1553767553.483895,1553767553.513243
1553767554.515366,1553767554.555472
1553767555.557282,1553767558.056489
1553767559.058254,1553767562.760326
1553767563.762238,1553767563.80132
1553767564.804707,1553767565.532901
1553767566.534726,1553767566.574229
1553767567.576041,1553767567.581355
1553767568.583478,1553767570.607219
1553767571.609143,1553767571.647735
1553767572.649561,1553767575.85446
1553767576.85623,1553767576.890029
1553767583.903357,1553767583.939085
1553767584.940869,1553767587.534195
1553767588.536894,1553767590.941569
1553767591.943357,1553767594.404194
1553767595.405507,1553767595.439731
1553767596.441416,1553767596.473755
1553767597.475308,1553767597.510458
1553767598.512619,1553767598.55103
1553767599.553015,1553767599.588602
1553767612.614342,1553767612.649036
1553767613.650976,1553767614.359701
1553767615.361659,1553767615.367269
1553767616.369318,1553767616.403791
1553767617.405924,1553767617.552088
1553767618.554102,1553767619.596203
1553767620.597987,1553767621.080915
1553767622.082723,1553767623.255788
1553767624.257662,1553767624.751368
1553767625.753872,1553767626.577818
1553767627.579778,1553767627.585341
1553767628.588273,1553767628.593717
1553767629.596647,1553767629.602363
1553767630.605327,1553767630.610979
1553767631.613873,1553767631.619788
1553767632.622673,1553767632.628298
1553767633.631258,1553767633.636927
1553767634.639825,1553767636.111546
1553767637.114127,1553767637.120237
1553767638.122762,1553767638.128545
1553767639.130835,1553767639.136343
1553767640.1384,1553767641.043223
1553767642.045334,1553767642.050853
1553767643.052942,1553767643.058425
1553767644.060376,1553767644.065903
1553767645.068524,1553767645.074363
1553767646.076745,1553767646.115663
1553767647.117972,1553767647.123331
1553767648.125315,1553767648.130775
1553767649.132849,1553767649.138463
1553767650.140414,1553767650.145858
1553767651.147986,1553767651.153395
1553767652.155458,1553767652.161186
1553767653.16323,1553767653.168739
1553767654.170769,1553767654.176148
1553767655.17804,1553767655.183352
1553767656.185251,1553767656.227688
1553767657.229694,1553767657.234926
1553767658.236739,1553767658.242106
1553767659.243935,1553767659.249282
1553767660.251166,1553767660.256422
1553767661.258213,1553767663.606277
1553767664.608314,1553767664.613691
1553767665.615635,1553767665.621051
1553767666.622754,1553767666.662171
1553767667.664349,1553767667.698936
1553767668.701687,1553767668.707383
1553767669.710242,1553767669.752153
1553767670.755105,1553767670.8977
1553767671.899936,1553767671.937059
1553767672.939603,1553767672.97751
1553767673.980614,1553767674.014279
1553767675.017295,1553767677.220568
1553767678.222512,1553767678.261985
1553767679.264283,1553767679.300522
1553767680.303199,1553767680.341491
1553767681.343783,1553767681.377524
1553767682.380233,1553767682.951096
1553767683.953519,1553767683.987845
1553767684.990437,1553767684.995996
1553767685.99825,1553767687.570176
1553767688.571926,1553767688.577166
1553767689.579121,1553767689.584441
1553767690.586146,1553767690.591515
1553767691.593287,1553767691.598585
1553767692.600417,1553767692.63929
1553767693.641372,1553767693.646657
1553767694.648451,1553767694.65371
1553767695.655459,1553767695.660982
1553767702.674616,1553767702.716091
1553767703.718571,1553767706.628196
1553767707.630276,1553767707.670966
1553767708.672855,1553767708.70747
1553767709.709395,1553767709.714468
1553767710.716254,1553767710.721476
1553767711.72325,1553767711.728328
1553767712.73011,1553767712.767961
1553767713.770416,1553767713.775356
1553767714.777371,1553767714.816573
1553767715.818029,1553767715.85035
1553767716.853068,1553767716.858274
1553767717.860592,1553767717.865826
1553767718.868124,1553767718.873651
1553767719.875936,1553767721.503792
1553767722.505633,1553767722.540017
1553767729.55435,1553767729.592714
1553767730.594606,1553767730.599754
1553767731.601572,1553767731.606409
1553767732.608191,1553767734.237402
1553767735.239121,1553767735.244234
1553767736.246038,1553767736.251475
1553767737.253335,1553767737.296624
1553767738.298925,1553767738.337261
1553767739.339248,1553767739.344199
1553767740.345996,1553767740.351419
1553767741.353269,1553767741.358501
1553767742.360407,1553767742.365519
1553767743.36736,1553767743.37284
1553767744.374624,1553767744.379997
1553767745.381806,1553767745.386957
1553767746.388716,1553767746.393841
1553767747.395572,1553767747.43309
1553767748.435272,1553767748.440926
1553767749.44384,1553767749.44963
1553767750.452553,1553767750.458423
1553767751.461314,1553767751.502317
1553767752.505164,1553767752.538506
1553767753.541624,1553767753.547256
1553767754.550357,1553767754.556136
1553767755.55856,1553767755.564021
1553767756.566084,1553767756.57161
1553767757.573553,1553767757.578948
1553767758.581023,1553767758.586353
1553767759.588879,1553767759.596105
1553767760.59847,1553767760.604258
1553767761.607129,1553767761.612891
1553767762.615836,1553767762.652104
1553767763.655108,1553767763.660874
1553767764.663825,1553767764.669788
1553767765.672669,1553767765.678489
