1550709352.209406,1550709354.521382
1550709355.52327,1550709355.564483
1550709356.566327,1550709356.603563
1550709357.605687,1550709360.587183
1550709367.602179,1550709367.64107
1550709368.642995,1550709368.679432
1550709369.68207,1550709369.718474
1550709370.720881,1550709372.781569
1550709373.78294,1550709373.817793
1550709374.819952,1550709374.858715
1550709375.860741,1550709375.895143
1550709376.897381,1550709376.93627
1550709377.938324,1550709379.689625
1550709380.691583,1550709380.727218
1550709381.729404,1550709381.769371
1550709382.771374,1550709382.806978
1550709383.809023,1550709384.529182
1550709385.530998,1550709385.562764
1550709386.564775,1550709386.599565
1550709387.60155,1550709387.607
1550709388.608932,1550709388.614349
1550709389.616437,1550709389.656084
1550709390.65805,1550709390.697372
1550709391.699518,1550709391.704968
1550709392.707004,1550709392.712112
1550709393.714254,1550709393.719942
1550709394.722045,1550709394.75785
1550709395.759736,1550709395.791898
1550709396.793861,1550709396.830067
1550709397.831698,1550709397.871536
1550709404.885195,1550709404.925243
1550709405.926425,1550709405.992226
1550709406.994028,1550709407.027744
1550709408.030267,1550709411.914365
1550709412.916478,1550709412.952209
1550709413.954415,1550709413.959849
1550709414.961914,1550709414.967553
1550709415.969624,1550709415.974916
1550709416.976894,1550709417.006939
1550709418.009529,1550709418.041011
1550709419.042891,1550709419.048142
1550709420.050025,1550709420.055222
1550709421.057026,1550709421.063967
1550709422.065843,1550709422.074147
1550709423.076161,1550709423.081285
1550709424.083187,1550709424.088947
1550709425.090914,1550709425.09611
1550709426.097985,1550709426.10311
1550709427.104972,1550709427.110052
1550709428.111894,1550709428.117118
1550709429.118949,1550709429.124102
1550709430.125999,1550709430.131179
1550709431.133085,1550709431.139733
1550709432.141595,1550709433.981602
1550709434.983417,1550709434.988973
1550709435.990734,1550709435.995828
1550709436.997752,1550709437.002978
1550709438.004807,1550709438.010212
1550709439.012633,1550709439.018411
1550709440.020342,1550709440.026197
1550709441.028226,1550709441.03375
1550709442.03559,1550709442.040907
1550709443.042808,1550709443.048198
1550709444.050174,1550709444.055485
1550709445.057538,1550709445.062941
1550709446.065787,1550709446.071314
1550709447.073615,1550709447.078945
1550709448.081214,1550709448.086414
1550709449.088205,1550709449.124252
1550709450.126706,1550709450.162975
1550709451.165273,1550709451.206538
1550709452.208299,1550709452.239202
1550709453.241067,1550709455.455038
1550709456.456796,1550709456.462128
1550709457.46398,1550709457.469935
1550709458.471147,1550709458.517752
1550709459.519659,1550709459.603333
1550709460.605197,1550709463.141912
1550709464.143771,1550709464.181525
1550709465.183566,1550709465.223566
1550709466.225535,1550709466.262028
1550709467.264627,1550709467.298488
1550709468.300525,1550709468.336874
1550709469.338931,1550709469.372624
1550709470.374614,1550709470.41299
1550709471.414998,1550709471.454858
1550709472.456781,1550709474.659434
1550709475.661331,1550709475.666625
1550709476.668502,1550709476.702175
1550709477.704022,1550709477.742523
1550709478.744453,1550709478.750171
1550709479.752083,1550709479.757267
1550709480.75914,1550709480.764426
1550709481.766365,1550709481.771709
1550709482.773511,1550709482.778903
1550709483.780798,1550709483.816263
1550709484.818218,1550709484.858943
1550709485.861091,1550709485.866447
1550709486.868387,1550709486.873613
1550709487.8756,1550709487.880995
1550709488.882971,1550709488.888985
1550709489.891288,1550709489.897456
1550709490.900569,1550709490.933176
1550709491.936413,1550709492.295569
1550709499.310102,1550709500.264794
1550709501.26676,1550709501.305495
1550709502.308069,1550709502.314084
1550709503.316383,1550709503.321646
1550709504.32383,1550709504.329561
1550709505.332553,1550709505.338155
1550709506.341101,1550709506.34707
1550709507.349413,1550709507.381039
1550709508.383271,1550709508.388966
1550709509.390934,1550709509.39646
1550709510.398257,1550709510.40378
1550709511.406077,1550709511.411694
1550709512.413978,1550709512.419709
1550709513.421498,1550709513.426897
1550709514.428992,1550709514.434338
1550709515.43647,1550709515.441736
1550709516.443864,1550709516.449667
1550709517.451849,1550709517.457246
1550709518.459376,1550709518.464742
1550709519.466784,1550709519.473718
1550709520.475839,1550709520.515684
1550709521.517835,1550709521.523277
1550709522.525426,1550709522.531342
1550709523.533994,1550709523.540009
1550709524.543001,1550709524.548741
1550709525.551705,1550709525.587592
1550709526.589993,1550709526.626171
1550709527.62812,1550709527.633467
1550709528.635405,1550709528.640994
1550709529.643092,1550709529.648772
1550709530.650886,1550709530.65635
1550709531.658535,1550709531.663988
1550709532.666189,1550709532.671764
1550709533.674724,1550709533.680415
1550709534.68346,1550709534.68914
1550709535.692142,1550709535.698198
1550709536.700588,1550709536.706115
1550709537.70907,1550709537.714884
1550709538.717846,1550709538.723464
1550709539.726508,1550709539.732271
1550709540.734932,1550709540.740398
1550709541.742813,1550709541.748399
1550709542.750533,1550709542.75627
1550709543.758174,1550709543.763611
1550709544.765484,1550709544.770883
1550709545.772705,1550709545.77835
1550709546.780255,1550709546.786339
1550709547.789391,1550709547.795016
1550709548.798074,1550709548.803778
1550709549.806833,1550709549.812512
1550709550.81549,1550709550.821166
1550709551.82374,1550709551.829239
1550709552.831644,1550709552.837163
1550709553.838954,1550709553.844076
1550709554.845824,1550709554.851603
1550709555.853356,1550709555.858831
1550709556.860724,1550709556.866209
1550709557.868267,1550709557.873527
1550709558.875729,1550709558.881151
1550709559.883293,1550709559.888768
1550709560.890721,1550709560.897939
1550709561.90001,1550709561.905646
1550709562.90787,1550709562.913247
1550709563.915325,1550709563.921022
1550709564.922946,1550709564.928306
1550709565.930282,1550709565.967792
1550709566.969662,1550709567.008308
1550709568.010298,1550709568.051139
1550709569.053234,1550709569.090152
1550709570.09234,1550709570.133154
1550709571.135185,1550709571.170096
1550709572.1724,1550709572.178197
1550709573.180166,1550709575.748409
1550709576.750296,1550709576.787107
1550709577.789443,1550709579.754224
1550709580.756568,1550709580.761969
1550709581.764083,1550709581.769574
1550709582.771604,1550709582.777056
1550709583.779219,1550709583.784596
1550709584.787144,1550709584.792789
1550709585.79577,1550709585.801762
1550709586.80437,1550709586.810569
1550709587.812808,1550709587.815791
1550709588.818152,1550709588.823453
1550709589.825663,1550709589.831066
1550709590.832967,1550709590.838173
1550709591.840704,1550709591.846409
1550709592.849485,1550709592.855174
1550709593.858086,1550709593.863786
1550709594.867035,1550709594.872678
1550709595.875627,1550709595.88149
1550709596.884602,1550709596.890154
1550709597.892506,1550709597.897831
1550709598.899715,1550709598.904878
1550709599.906695,1550709599.912089
1550709600.913795,1550709600.919244
1550709601.921006,1550709601.926516
1550709602.928821,1550709602.934221
1550709603.936245,1550709605.766339
1550709606.768288,1550709606.773482
1550709607.775347,1550709607.812673
1550709608.815736,1550709608.821414
1550709609.823964,1550709609.829604
1550709610.832675,1550709610.838457
1550709611.841756,1550709611.847744
1550709612.850745,1550709612.883339
1550709613.886453,1550709614.738549
1550709615.740945,1550709615.782964
1550709616.785031,1550709616.79035
1550709617.792235,1550709617.828275
1550709618.830184,1550709618.865398
1550709619.868252,1550709619.873836
1550709620.876852,1550709620.882558
1550709621.885597,1550709621.920883
1550709622.924145,1550709622.929896
1550709623.93289,1550709623.938623
1550709624.941631,1550709624.947398
1550709625.950397,1550709625.95609
1550709626.959091,1550709626.96484
1550709627.967795,1550709627.973329
1550709628.976441,1550709628.982187
1550709629.98534,1550709629.991835
1550709630.994886,1550709631.000619
1550709632.003236,1550709632.009443
1550709633.012376,1550709633.018522
1550709634.021565,1550709634.028092
1550709635.031149,1550709635.036943
1550709636.039871,1550709636.045447
1550709637.048113,1550709637.05347
1550709638.056204,1550709638.06194
1550709639.064274,1550709639.070095
1550709640.071884,1550709640.077375
1550709641.079385,1550709641.085175
1550709642.087211,1550709642.092531
1550709643.09451,1550709643.099996
1550709644.10177,1550709644.107056
1550709645.108992,1550709645.114788
1550709646.117372,1550709646.122952
1550709647.125577,1550709647.13152
1550709648.133854,1550709648.136829
1550709649.138772,1550709649.144136
1550709650.146045,1550709650.151292
1550709651.153156,1550709651.158586
1550709652.162054,1550709652.173956
1550709653.176109,1550709653.18125
1550709654.183749,1550709654.189323
1550709655.192302,1550709655.198003
1550709656.200996,1550709656.236293
1550709657.239337,1550709657.274122
1550709658.277465,1550709658.283145
1550709659.286081,1550709659.291691
1550709660.294645,1550709660.30052
1550709661.303446,1550709661.30933
